成交小区,成交价（万元）,成交楼层,单价每平（元）,朝向,成交时间
建亨上东城 3室2厅 86.51平米,59,低楼层(共24层) 板楼,6821,南|毛坯,2020.10.26
,,,,,
中航城·波西塔诺 3室2厅 128.96平米,112,中楼层(共9层) 板楼,8685,南|精装,2020.10.26
,,,,,
上饶丽城 2室2厅 89.7平米,80,中楼层(共16层) 板楼,8908,南|毛坯,2020.10.26
,,,,,
御景天下 3室2厅 129.02平米,126,高楼层(共17层) 板楼,9694,南|毛坯,2020.10.26
,,,,,
鹏辉中粮广场 3室2厅 121.67平米,109,中楼层(共28层) 板楼,8959,南|毛坯,2020.10.25
,,,,,
汇成·凡尔赛 3室2厅 90.1平米,87,低楼层(共27层) 板楼,9597,南|毛坯,2020.10.25
,,,,,
新天第凤凰小区 3室2厅 128.58平米,79,中楼层(共18层) 板塔结合,6106,东南|简装,2020.10.25
,,,,,
五三花苑 3室2厅 114.28平米,90,中楼层(共23层) 板楼,7876,南|简装,2020.10.25
,,,,,
万达晶座 1室0厅 33平米,30,低楼层(共29层) 塔楼,9091,北|精装,2020.10.25
,,,,,
永隆米兰春天 2室2厅 75.95平米,79,高楼层(共11层) 塔楼,10397,南|精装,2020.10.25
,,,,,
信江中路34号 2室2厅 90.8平米,51,中楼层(共7层) 平房,5573,南北|简装,2020.10.24
,,,,,
亿升滨江花园 2室2厅 91.19平米,93,中楼层(共29层) 塔楼,10111,东南|毛坯,2020.10.24
,,,,,
龙湖一品 3室2厅 127平米,141,中楼层(共17层) 板楼,11100,南|精装,2020.10.23
,,,,,
龙芽亭 2室2厅 65.47平米,28,高楼层(共7层) 暂无数据,4277,东南|简装,2020.10.23
,,,,,
友邦壹号公馆 3室2厅 120平米,134,中楼层(共32层) 板塔结合,11125,南|毛坯,2020.10.23
,,,,,
城市8号 5室2厅 117.26平米,107,高楼层(共11层) 板楼,9126,南|精装,2020.10.23
,,,,,
博能信江府 4室2厅 145平米,131,低楼层(共6层) 暂无数据,9035,南|毛坯,2020.10.23
,,,,,
奎文座 1室0厅 55平米,39,中楼层(共37层) 塔楼,7091,南|精装,2020.10.23
,,,,,
奎文座 1室0厅 77平米,56,中楼层(共37层) 塔楼,7273,东南|精装,2020.10.23
,,,,,
紫景園 2室2厅 94.24平米,80,高楼层(共11层) 平房,8489,南|简装,2020.10.23
,,,,,
永隆米兰春天 3室2厅 86.19平米,88,中楼层(共11层) 板楼,10211,南|精装,2020.10.22
,,,,,
友邦玫瑰公馆 3室2厅 117平米,86,低楼层(共30层) 板塔结合,7351,南|毛坯,2020.10.22
,,,,,
亿升滨江花园 3室2厅 139.47平米,120,低楼层(共29层) 板楼,8605,南|毛坯,2020.10.22
,,,,,
德昌小区 3室2厅 126.45平米,100,中楼层(共7层) 板楼,7845,南|精装,2020.10.22
,,,,,
四股头4号 3室2厅 138.8平米,79,中楼层(共8层) 板塔结合,5678,南西|简装,2020.10.22
,,,,,
紫阳名邸 1室1厅 71平米,54,中楼层(共28层) 板楼,7592,北|精装,2020.10.22
,,,,,
龙华世纪城 3室2厅 108平米,85,低楼层(共31层) 板塔结合,7871,南|毛坯,2020.10.22
,,,,,
汇成·凡尔赛 3室2厅 128平米,114,高楼层(共18层) 暂无数据,8844,南|毛坯,2020.10.22
,,,,,
和锦園 4室2厅 118平米,148,低楼层(共6层) 板楼,12543,南|毛坯,2020.10.22
,,,,,
书院路86号 3室2厅 106平米,58,中楼层(共4层) 暂无数据,5472,南|简装,2020.10.22
,,,,,
永隆米兰春天 1室0厅 35平米,38,中楼层(共22层) 板楼,10715,南|精装,2020.10.22
,,,,,
带湖花城 3室2厅 128平米,83,高楼层(共7层) 板塔结合,6485,南北|简装,2020.10.21
,,,,,
灵山路34号 2室2厅 93.07平米,50,高楼层(共7层) 板楼,5373,东南|简装,2020.10.21
,,,,,
铁路新村 2室1厅 53平米,42,高楼层(共6层) 暂无数据,7925,南|简装,2020.10.21
,,,,,
龙华世纪城 3室2厅 108平米,82,低楼层(共31层) 板塔结合,7593,南|毛坯,2020.10.21
,,,,,
阳光时代 1室1厅 44.88平米,31,中楼层(共26层) 平房,6908,南|精装,2020.10.21
,,,,,
茶山路307号 3室2厅 146.23平米,93,中楼层(共7层) 板楼,6360,南|简装,2020.10.21
,,,,,
永隆米兰春天 1室1厅 41.54平米,43,高楼层(共11层) 板楼,10304,北|精装,2020.10.20
,,,,,
三清城 2室2厅 108平米,98,低楼层(共28层) 板楼,9075,南|其他,2020.10.20
,,,,,
万达华府 3室2厅 86.75平米,105,中楼层(共34层) 板楼,11998,南|精装,2020.10.20
,,,,,
奥林至尊 2室2厅 98.44平米,75,中楼层(共31层) 板楼,7614,南|毛坯,2020.10.20
,,,,,
永隆米兰春天 3室2厅 97平米,97,中楼层(共11层) 板楼,10000,南北|精装,2020.10.20
,,,,,
中航城·波西塔诺 4室2厅 163平米,148,中楼层(共9层) 板楼,9050,南北|精装,2020.10.20
,,,,,
公园道1号 2室2厅 93平米,93,高楼层(共16层) 塔楼,9979,南|精装,2020.10.20
,,,,,
河中巷 2室1厅 78平米,40,中楼层(共7层) 暂无数据,5013,南|简装,2020.10.20
,,,,,
带湖路32号 3室1厅 77.8平米,51,高楼层(共5层) 暂无数据,6556,南|精装,2020.10.20
,,,,,
世纪花园 3室2厅 109.62平米,58,高楼层(共6层) 板楼,5246,南北|简装,2020.10.20
,,,,,
月泉花城 3室2厅 89.98平米,75,中楼层(共6层) 塔楼,8336,南|简装,2020.10.19
,,,,,
水木清华园 3室2厅 118平米,86,低楼层(共16层) 板楼,7289,南|毛坯,2020.10.19
,,,,,
天集信江明珠 2室2厅 90平米,101,低楼层(共11层) 暂无数据,11150,东南|毛坯,2020.10.19
,,,,,
城仕杰座 1室1厅 30.75平米,16,中楼层(共7层) 板楼,5204,西|简装,2020.10.19
,,,,,
汇成·凡尔赛 3室2厅 119.15平米,117,中楼层(共18层) 板楼,9820,南|精装,2020.10.19
,,,,,
九州奥城 4室3厅 142.21平米,126,高楼层(共11层) 板楼,8861,南|毛坯,2020.10.19
,,,,,
带湖路7号 3室1厅 111.11平米,64,中楼层(共4层) 暂无数据,5761,东西|其他,2020.10.19
,,,,,
瀚林印象 2室2厅 99.65平米,78,低楼层(共27层) 板楼,7808,南|精装,2020.10.18
,,,,,
友邦玫瑰公馆 4室2厅 132.9平米,95,中楼层(共33层) 板楼,7117,南|毛坯,2020.10.18
,,,,,
天湖家园 3室2厅 90平米,60,高楼层(共6层) 塔楼,6667,南|简装,2020.10.18
,,,,,
友邦玫瑰公馆 3室2厅 124.53平米,92,高楼层(共33层) 板塔结合,7372,南|毛坯,2020.10.18
,,,,,
友邦壹号公馆 4室2厅 139.7平米,149,高楼层(共32层) 板塔结合,10666,南|毛坯,2020.10.18
,,,,,
友邦華城 3室2厅 136.71平米,90,低楼层(共19层) 板楼,6584,南北|毛坯,2020.10.18
,,,,,
北门村巷272号 3室2厅 107.48平米,55,高楼层(共8层) 板楼,5099,南|简装,2020.10.18
,,,,,
解放路9号 3室2厅 80平米,39,高楼层(共7层) 暂无数据,4775,南|简装,2020.10.18
,,,,,
翰林华府 1室1厅 62.09平米,56,中楼层(共18层) 板楼,8955,南|精装,2020.10.18
,,,,,
丰溪南区 2室1厅 55.22平米,34,中楼层(共7层) 板楼,6158,南|简装,2020.10.17
,,,,,
龙华凤凰城 1室1厅 46平米,56,中楼层(共17层) 板楼,12174,南|精装,2020.10.17
,,,,,
中航城波波里花园 4室2厅 199.2平米,169,高楼层(共5层) 塔楼,8454,南|毛坯,2020.10.17
,,,,,
蓝山国际 2室2厅 78.93平米,66,高楼层(共18层) 板楼,8362,南|简装,2020.10.17
,,,,,
永隆米兰春天 1室1厅 54平米,56,高楼层(共22层) 板楼,10371,东东南|精装,2020.10.16
,,,,,
亿升滨江花园 4室2厅 141.02平米,159,中楼层(共30层) 板楼,11261,南|毛坯,2020.10.16
,,,,,
万达晶座 1室1厅 37.4平米,34,高楼层(共29层) 塔楼,8878,南|精装,2020.10.16
,,,,,
亿豪星城 3室2厅 95平米,85,中楼层(共25层) 板楼,8948,东南南|毛坯,2020.10.16
,,,,,
江南商贸城 3室2厅 104平米,74,中楼层(共5层) 板楼,7097,东南|精装,2020.10.16
,,,,,
万达晶座 1室1厅 65平米,61,高楼层(共31层) 塔楼,9277,西北|精装,2020.10.16
,,,,,
金龙岗5号 2室2厅 65平米,63,中楼层(共6层) 暂无数据,9585,南|精装,2020.10.16
,,,,,
相府路15号 3室1厅 82平米,38,高楼层(共7层) 板楼,4635,南|简装,2020.10.15
,,,,,
御景天下 4室2厅 143.47平米,150,中楼层(共25层) 板楼,10456,南|精装,2020.10.15
,,,,,
融晖城 2室2厅 99.7平米,92,中楼层(共27层) 板楼,9228,南|精装,2020.10.15
,,,,,
名仕康城 3室2厅 131.67平米,94,中楼层(共11层) 板塔结合,7132,南|精装,2020.10.15
,,,,,
农业银行员工宿舍 3室2厅 100.3平米,88,低楼层(共6层) 暂无数据,8724,南|简装,2020.10.15
,,,,,
越都公寓 2室2厅 108.9平米,67,中楼层(共12层) 板楼,6153,南|毛坯,2020.10.15
,,,,,
万达晶座 1室0厅 34.39平米,30,中楼层(共29层) 塔楼,8608,东南南|精装,2020.10.15
,,,,,
伯爵山 2室2厅 68平米,61,中楼层(共11层) 板楼,8912,南|精装,2020.10.15
,,,,,
公园道1号 2室2厅 89平米,83,中楼层(共18层) 板楼,9304,南|毛坯,2020.10.15
,,,,,
香江明珠 3室2厅 112.27平米,87,高楼层(共23层) 板塔结合,7714,南|毛坯,2020.10.15
,,,,,
中航城·波西塔诺 5室2厅 162.84平米,140,低楼层(共6层) 板楼,8598,南|简装,2020.10.15
,,,,,
胜利路40号 1室1厅 43.7平米,30,低楼层(共3层) 暂无数据,6726,南|精装,2020.10.14
,,,,,
铁路新村3路 2室1厅 53.3平米,40,高楼层(共4层) 暂无数据,7505,南|简装,2020.10.14
,,,,,
万达晶座 1室1厅 37.4平米,35,中楼层(共29层) 塔楼,9359,南北|精装,2020.10.14
,,,,,
外贸小区 4室2厅 147.88平米,77,中楼层(共7层) 板楼,5207,南|简装,2020.10.14
,,,,,
江光小区 2室1厅 53平米,42,中楼层(共5层) 板楼,7925,南|精装,2020.10.14
,,,,,
市沿河中路5号 3室2厅 120.11平米,57,高楼层(共7层) 板塔结合,4680,东南|简装,2020.10.13
,,,,,
帝景湾 4室2厅 129.5平米,108,高楼层(共11层) 板楼,8340,南|简装,2020.10.13
,,,,,
黄金水岸 2室2厅 89.16平米,75,高楼层(共27层) 板塔结合,8412,南北|精装,2020.10.13
,,,,,
铁路新村 2室1厅 51.56平米,50,中楼层(共6层) 暂无数据,9562,东南西北|简装,2020.10.13
,,,,,
林业局家属区 4室2厅 141.48平米,15,中楼层(共7层) 暂无数据,1061,东南|其他,2020.10.13
,,,,,
珑山林·麓园 5室2厅 261平米,169,低楼层(共4层) 暂无数据,6476,北南|毛坯,2020.10.13
,,,,,
福达家园 3室2厅 85.97平米,25,高楼层(共7层) 塔楼,2908,南|毛坯,2020.10.13
,,,,,
福达家园 6室3厅 220.06平米,80,高楼层(共7层) 塔楼,3636,南北|毛坯,2020.10.13
,,,,,
大学春城 3室2厅 136.36平米,95,中楼层(共10层) 平房,6967,南北|毛坯,2020.10.12
,,,,,
信州壹号 3室2厅 118.9平米,86,中楼层(共31层) 板塔结合,7233,南|毛坯,2020.10.12
,,,,,
上海公馆 --室--厅 71.22平米,45,低楼层(共20层) 塔楼,6221,东南|精装,2020.10.12
,,,,,
狮子弄 2室1厅 73平米,47,中楼层(共7层) 板塔结合,6370,东南|简装,2020.10.12
,,,,,
信江印象 3室2厅 112平米,73,中楼层(共10层) 暂无数据,6481,南|简装,2020.10.12
,,,,,
五三大道29号 2室1厅 37.02平米,34,低楼层(共1层) 暂无数据,9050,东南南|其他,2020.10.12
,,,,,
化建小区 3室2厅 120平米,61,中楼层(共7层) 板楼,5001,南北|简装,2020.10.12
,,,,,
建亨上东城 4室2厅 139.87平米,100,中楼层(共26层) 板楼,7150,南北|毛坯,2020.10.12
,,,,,
永隆米兰春天 1室1厅 34.59平米,36,低楼层(共22层) 板楼,10350,南|简装,2020.10.12
,,,,,
万景名苑 2室2厅 75.87平米,56,中楼层(共17层) 板楼,7382,南|简装,2020.10.12
,,,,,
中山西路186号 2室2厅 95.46平米,68,高楼层(共6层) 板楼,7124,南|简装,2020.10.11
,,,,,
融晖城 1室1厅 49.56平米,54,高楼层(共29层) 板楼,10856,北|精装,2020.10.11
,,,,,
江南商茂中心 3室2厅 118平米,78,中楼层(共5层) 板楼,6611,南北|精装,2020.10.11
,,,,,
永隆米兰春天 3室2厅 130.49平米,112,高楼层(共11层) 板楼,8568,南|精装,2020.10.11
,,,,,
中富花园 2室2厅 83.21平米,90,低楼层(共17层) 板楼,10817,东南|毛坯,2020.10.11
,,,,,
筑城家园 3室2厅 128.2平米,59,中楼层(共6层) 暂无数据,4587,东南|毛坯,2020.10.10
,,,,,
瀚林印象 4室2厅 127平米,86,中楼层(共6层) 板楼,6725,南北|毛坯,2020.10.10
,,,,,
永隆米兰春天 1室1厅 21.47平米,23,低楼层(共11层) 塔楼,10387,南|毛坯,2020.10.10
,,,,,
天和园 5室2厅 236.48平米,174,低楼层(共3层) 塔楼,7350,东|毛坯,2020.10.10
,,,,,
富金新世界 2室2厅 79.86平米,58,低楼层(共18层) 暂无数据,7163,南|简装,2020.10.10
,,,,,
民德路54号 4室2厅 131.7平米,72,中楼层(共8层) 板楼,5467,南|简装,2020.10.10
,,,,,
际洲书源名邸 3室2厅 114.26平米,86,高楼层(共10层) 板楼,7483,南北|毛坯,2020.10.10
,,,,,
九州奥城 5室3厅 229.72平米,202,中楼层(共5层) 板楼,8794,南北东|毛坯,2020.10.10
,,,,,
万达晶座 1室1厅 34平米,31,中楼层(共29层) 塔楼,8971,南|精装,2020.10.10
,,,,,
万达晶座 1室0厅 49平米,46,高楼层(共29层) 塔楼,9388,东|其他,2020.10.10
,,,,,
珑山林·麓园 5室3厅 357.75平米,200,低楼层(共4层) 暂无数据,5591,南|毛坯,2020.10.10
,,,,,
建亨上东城 3室2厅 85平米,69,中楼层(共24层) 板楼,8095,南|简装,2020.10.10
,,,,,
铁路新村 2室1厅 53平米,50,中楼层(共6层) 暂无数据,9434,东南|简装,2020.10.10
,,,,,
江湾丽城 1室2厅 64平米,50,低楼层(共18层) 塔楼,7813,南|精装,2020.10.09
,,,,,
国际公馆 2室2厅 98平米,89,高楼层(共18层) 板楼,9082,南北|简装,2020.10.09
,,,,,
紫陽名星廣場 3室2厅 92.65平米,103,中楼层(共16层) 塔楼,11096,南|精装,2020.10.09
,,,,,
钟亭小区 2室2厅 64平米,70,中楼层(共7层) 板楼,10907,南|简装,2020.10.09
,,,,,
上海公馆 1室0厅 45.35平米,30,中楼层(共20层) 塔楼,6616,西|精装,2020.10.09
,,,,,
绿景家园 3室2厅 148.2平米,107,中楼层(共11层) 板楼,7220,南北|简装,2020.10.09
,,,,,
海博蓝庭 3室2厅 118.86平米,89,中楼层(共32层) 板楼,7488,南|毛坯,2020.10.09
,,,,,
河中巷17号 3室1厅 75.23平米,52,低楼层(共7层) 暂无数据,6826,南|精装,2020.10.09
,,,,,
金龙城 2室2厅 103平米,108,低楼层(共18层) 暂无数据,10486,南|简装,2020.10.09
,,,,,
万达华府 4室2厅 126.36平米,164,高楼层(共32层) 板楼,12948,南北|精装,2020.10.09
,,,,,
明阳大学公馆 1室1厅 56.21平米,36,中楼层(共8层) 板塔结合,6405,西|简装,2020.10.09
,,,,,
阳光花城 3室2厅 121.63平米,90,中楼层(共31层) 板楼,7400,南|精装,2020.10.09
,,,,,
中山路环卫家属宿舍院 3室2厅 110平米,60,中楼层(共7层) 暂无数据,5455,南|简装,2020.10.08
,,,,,
永隆米兰春天 1室0厅 35平米,36,高楼层(共22层) 板楼,10103,南|精装,2020.10.08
,,,,,
帝景湾 3室2厅 142平米,97,中楼层(共11层) 板塔结合,6824,东|毛坯,2020.10.08
,,,,,
现代城 3室2厅 134平米,100,中楼层(共6层) 板塔结合,7403,南北|简装,2020.10.08
,,,,,
九州奥城 5室2厅 229.74平米,206,中楼层(共5层) 板楼,8967,南北|毛坯,2020.10.08
,,,,,
国际公馆 3室2厅 134.5平米,116,高楼层(共11层) 板楼,8610,东南|精装,2020.10.08
,,,,,
化建小区 3室2厅 110.85平米,59,高楼层(共7层) 板楼,5305,南|简装,2020.10.08
,,,,,
龙华世纪城 3室2厅 128.5平米,98,中楼层(共33层) 板楼,7627,南|毛坯,2020.10.08
,,,,,
融晖城 3室1厅 126平米,108,低楼层(共31层) 板楼,8572,南|其他,2020.10.08
,,,,,
明阳大学公馆 1室1厅 72平米,53,高楼层(共17层) 板楼,7362,东|毛坯,2020.10.08
,,,,,
龙湖一品 3室2厅 127.7平米,126,中楼层(共17层) 板楼,9867,南|毛坯,2020.10.08
,,,,,
九州奥城 3室2厅 118.96平米,90,中楼层(共7层) 板楼,7566,南|简装,2020.10.08
,,,,,
美地印象 3室2厅 110.57平米,85,高楼层(共24层) 板塔结合,7670,南|精装,2020.10.08
,,,,,
江南人家 2室2厅 82.5平米,60,高楼层(共7层) 板楼,7273,南北|简装,2020.10.08
,,,,,
凯旋江岸首府 3室2厅 132平米,113,低楼层(共21层) 板楼,8561,南东|精装,2020.10.07
,,,,,
天一尊邸 2室2厅 79.82平米,48,高楼层(共6层) 板楼,5951,南|毛坯,2020.10.07
,,,,,
九州奥城 5室2厅 229.72平米,200,中楼层(共5层) 板楼,8707,南北|毛坯,2020.10.07
,,,,,
万福广场 2室2厅 120.99平米,87,高楼层(共6层) 板楼,7175,南|简装,2020.10.07
,,,,,
东苑商住楼 3室2厅 120平米,69,中楼层(共9层) 板楼,5750,南|毛坯,2020.10.07
,,,,,
五三外经贸委大院 2室1厅 80平米,61,高楼层(共6层) 板楼,7625,东南|简装,2020.10.07
,,,,,
福达家园 3室2厅 140.02平米,94,中楼层(共7层) 板楼,6678,南北|简装,2020.10.07
,,,,,
龙华世纪城 3室2厅 127.34平米,105,中楼层(共33层) 板楼,8207,东南|毛坯,2020.10.07
,,,,,
福达家园 4室2厅 149.46平米,110,中楼层(共7层) 板楼,7360,南北|精装,2020.10.07
,,,,,
怡嘉小区 2室2厅 95.93平米,71,高楼层(共16层) 暂无数据,7366,南北|毛坯,2020.10.07
,,,,,
帝景湾 3室2厅 108.34平米,93,中楼层(共16层) 板塔结合,8585,南|毛坯,2020.10.06
,,,,,
万达华府 3室2厅 126平米,172,低楼层(共33层) 板楼,13651,南|精装,2020.10.06
,,,,,
名江丽景花园 4室2厅 143.88平米,88,低楼层(共6层) 板楼,6103,南|精装,2020.10.06
,,,,,
北门新村西巷12号 2室1厅 65.19平米,29,高楼层(共7层) 平房,4339,南|简装,2020.10.06
,,,,,
汇成·凡尔赛 4室2厅 115平米,107,中楼层(共18层) 板楼,9305,南|简装,2020.10.06
,,,,,
公园道1号尊品 4室2厅 125.74平米,117,低楼层(共18层) 板楼,9290,南|毛坯,2020.10.06
,,,,,
中国人民银行宿舍 2室2厅 67.3平米,40,中楼层(共7层) 暂无数据,5944,南北|简装,2020.10.06
,,,,,
滨江首座 3室2厅 123平米,86,高楼层(共18层) 板楼,6952,东南|精装,2020.10.06
,,,,,
美地印象 2室1厅 80.23平米,62,高楼层(共18层) 板塔结合,7728,南|精装,2020.10.05
,,,,,
翡翠城 5室2厅 160.1平米,73,高楼层(共6层) 板楼,4560,南北|毛坯,2020.10.05
,,,,,
福达家园 3室2厅 116平米,94,中楼层(共7层) 板楼,8061,南|精装,2020.10.05
,,,,,
地委大院 3室1厅 79.02平米,66,高楼层(共6层) 暂无数据,8353,南|简装,2020.10.05
,,,,,
北星小区 3室1厅 109.33平米,86,中楼层(共5层) 板楼,7867,南|精装,2020.10.05
,,,,,
五三大道41号小区 2室2厅 80平米,61,高楼层(共7层) 板楼,7575,南|简装,2020.10.04
,,,,,
卡布基诺 1室1厅 56.53平米,38,高楼层(共18层) 塔楼,6723,南|其他,2020.10.04
,,,,,
亿豪星城 3室2厅 78.8平米,78,低楼层(共22层) 板楼,9899,南|精装,2020.10.04
,,,,,
文英国际 4室2厅 116.5平米,88,中楼层(共17层) 板塔结合,7554,南|毛坯,2020.10.04
,,,,,
永隆城市广场 3室2厅 103平米,80,中楼层(共6层) 暂无数据,7767,南|简装,2020.10.04
,,,,,
万达华府 4室2厅 126.3平米,121,中楼层(共32层) 板楼,9581,西南|毛坯,2020.10.04
,,,,,
凤凰首府 2室2厅 91.05平米,55,中楼层(共7层) 板塔结合,5997,南北|简装,2020.10.04
,,,,,
新天第凤凰小区 3室2厅 165.29平米,83,高楼层(共6层) 板楼,5022,西南|毛坯,2020.10.04
,,,,,
亿升滨江花园 3室2厅 100.63平米,99,高楼层(共31层) 板楼,9789,南|毛坯,2020.10.03
,,,,,
破塘巷24号 2室1厅 60.83平米,37,中楼层(共6层) 暂无数据,5935,南|精装,2020.10.03
,,,,,
亿升滨江花园 4室2厅 141.5平米,144,高楼层(共33层) 板楼,10176,南|毛坯,2020.10.03
,,,,,
江光小区 2室2厅 88.1平米,67,低楼层(共6层) 暂无数据,7571,南|精装,2020.10.03
,,,,,
福达家园 3室2厅 113.05平米,87,中楼层(共6层) 板楼,7696,南|精装,2020.10.03
,,,,,
鹏辉中粮广场 3室2厅 104.84平米,88,高楼层(共28层) 塔楼,8394,南北|毛坯,2020.10.02
,,,,,
吉阳山庄 5室2厅 120.74平米,68,高楼层(共6层) 板楼,5632,南|毛坯,2020.10.02
,,,,,
紫阳华庭 3室2厅 142平米,109,中楼层(共17层) 板楼,7641,南|毛坯,2020.10.02
,,,,,
汇成·凡尔赛 3室2厅 87.84平米,100,低楼层(共18层) 暂无数据,11385,南|精装,2020.10.02
,,,,,
友邦·皇家公馆 3室2厅 110.37平米,127,高楼层(共32层) 板塔结合,11507,东|精装,2020.10.02
