成交小区,成交价（万元）,成交楼层,单价每平（元）,朝向,成交时间
,,,,,
天集信江明珠 2室2厅 107.49平米,118,高楼层(共16层) 板楼,10978,南|精装,2020.11.25
,,,,,
和锦園 4室2厅 128.86平米,99,高楼层(共11层) 板楼,7683,南|毛坯,2020.11.25
,,,,,
亿升滨江花园 2室1厅 90.32平米,88,中楼层(共17层) 板楼,9744,南|毛坯,2020.11.25
,,,,,
上饶市地质队 2室2厅 97.37平米,58,中楼层(共7层) 板楼,5957,南|简装,2020.11.25
,,,,,
盛世嘉园 1室1厅 65平米,57,高楼层(共6层) 暂无数据,8693,南|其他,2020.11.25
,,,,,
友邦壹号公馆 3室2厅 123.22平米,142,高楼层(共32层) 板楼,11525,南|毛坯,2020.11.25
,,,,,
御景天下 3室2厅 129.08平米,135,低楼层(共17层) 板楼,10459,南|精装,2020.11.24
,,,,,
钟亭小区 3室2厅 64平米,70,中楼层(共7层) 板楼,10938,东南|精装,2020.11.24
,,,,,
五洲国际都会 3室2厅 105平米,87,高楼层(共15层) 板塔结合,8286,南|精装,2020.11.24
,,,,,
东方帝景 3室2厅 121.94平米,111,低楼层(共12层) 板楼,9103,南|精装,2020.11.24
,,,,,
上海公馆 1室1厅 45.33平米,30,中楼层(共20层) 塔楼,6619,东南|精装,2020.11.24
,,,,,
金洋帆名邸 2室2厅 106平米,82,低楼层(共26层) 板楼,7661,南|简装,2020.11.24
,,,,,
大学春城 3室2厅 130.1平米,105,中楼层(共11层) 塔楼,8071,南北|精装,2020.11.23
,,,,,
友邦華城 3室2厅 138.5平米,100,中楼层(共20层) 板楼,7221,南|精装,2020.11.23
,,,,,
黄金水岸 4室2厅 124.5平米,103,中楼层(共23层) 板塔结合,8258,南北|毛坯,2020.11.23
,,,,,
奥林至尊 4室2厅 186.13平米,136,低楼层(共27层) 板楼,7307,东南|毛坯,2020.11.23
,,,,,
绿野春天 3室2厅 131.44平米,85,中楼层(共7层) 板楼,6467,南|简装,2020.11.23
,,,,,
庆丰路 3室2厅 93.79平米,86,中楼层(共5层) 板楼,9170,南|精装,2020.11.23
,,,,,
永利滨江御景二期 3室2厅 121平米,97,低楼层(共18层) 板楼,7976,南北|毛坯,2020.11.22
,,,,,
友邦華城 3室2厅 142平米,96,低楼层(共19层) 板楼,6761,南|精装,2020.11.22
,,,,,
福利巷6号 3室2厅 139.28平米,89,低楼层(共7层) 平房,6391,东南|精装,2020.11.22
,,,,,
嘉怡华府 3室2厅 128平米,129,中楼层(共11层) 板塔结合,10079,南|精装,2020.11.22
,,,,,
远泉绿城 3室2厅 113平米,65,高楼层(共9层) 暂无数据,5753,南|毛坯,2020.11.22
,,,,,
天官巷62号 3室2厅 73.08平米,38,高楼层(共4层) 暂无数据,5132,东|毛坯,2020.11.21
,,,,,
永隆米兰春天 1室1厅 48.5平米,50,低楼层(共22层) 板楼,10310,西|简装,2020.11.21
,,,,,
永隆米兰春天 1室1厅 21.47平米,28,中楼层(共11层) 板楼,13042,东南|精装,2020.11.21
,,,,,
江光小区 2室2厅 53平米,39,中楼层(共5层) 板塔结合,7350,南|简装,2020.11.21
,,,,,
牛奶场小区 2室1厅 59平米,53,高楼层(共6层) 板楼,8984,南|精装,2020.11.21
,,,,,
东方家园 3室2厅 132.11平米,74,高楼层(共7层) 板楼,5572,东南|简装,2020.11.21
,,,,,
上饶丽城 3室2厅 125.02平米,117,高楼层(共11层) 板楼,9359,南|精装,2020.11.21
,,,,,
汇成·凡尔赛 3室2厅 88平米,84,中楼层(共18层) 板楼,9546,南|毛坯,2020.11.21
,,,,,
中航城波波里花园 3室2厅 127平米,112,中楼层(共21层) 板楼,8819,南|毛坯,2020.11.20
,,,,,
龙湖一品 3室2厅 131.25平米,135,低楼层(共26层) 板楼,10286,南|精装,2020.11.20
,,,,,
融晖城 2室1厅 81.82平米,90,中楼层(共27层) 板楼,11000,东南|精装,2020.11.20
,,,,,
茗苑小区 2室1厅 70平米,57,高楼层(共6层) 暂无数据,8086,南北|简装,2020.11.20
,,,,,
旭日府邸 2室2厅 89.67平米,56,高楼层(共11层) 板楼,6246,南|毛坯,2020.11.20
,,,,,
友邦壹号公馆 4室2厅 121平米,134,中楼层(共31层) 板塔结合,11075,南北|毛坯,2020.11.20
,,,,,
永隆米兰春天 3室2厅 136.6平米,129,高楼层(共11层) 板楼,9437,南北|精装,2020.11.20
,,,,,
五三花苑 3室2厅 114.25平米,117,高楼层(共23层) 板楼,10241,南|精装,2020.11.20
,,,,,
伯爵山 3室2厅 109.86平米,81,中楼层(共11层) 板楼,7355,南|毛坯,2020.11.20
,,,,,
羽绒厂宿舍 2室2厅 80平米,60,中楼层(共8层) 板楼,7438,东南|简装,2020.11.20
,,,,,
名仕康城二期 3室2厅 136平米,105,中楼层(共28层) 暂无数据,7721,南|毛坯,2020.11.19
,,,,,
博能信江府 3室2厅 123平米,92,中楼层(共32层) 板楼,7480,南|毛坯,2020.11.19
,,,,,
伯爵山 4室2厅 133.39平米,105,低楼层(共11层) 板楼,7872,东南北|精装,2020.11.19
,,,,,
天集信江明珠 4室2厅 143平米,147,高楼层(共11层) 板楼,10252,南|毛坯,2020.11.19
,,,,,
现代城 4室2厅 152.78平米,110,中楼层(共6层) 板塔结合,7200,东南南|精装,2020.11.19
,,,,,
大学春城 3室2厅 136.3平米,107,低楼层(共10层) 板楼,7851,南北|简装,2020.11.19
,,,,,
农发行宿舍 3室2厅 149.82平米,79,高楼层(共7层) 板楼,5273,南北|毛坯,2020.11.19
,,,,,
建亨上东城 3室2厅 116.56平米,85,高楼层(共11层) 板楼,7293,南|毛坯,2020.11.19
,,,,,
明阳大学公馆 1室1厅 64平米,48,高楼层(共17层) 板楼,7500,西南南|毛坯,2020.11.19
,,,,,
建亨上东城 3室2厅 105平米,93,中楼层(共11层) 板楼,8858,南|精装,2020.11.19
,,,,,
北園 2室1厅 78.51平米,49,中楼层(共7层) 板楼,6216,南北|精装,2020.11.19
,,,,,
融晖城 1室1厅 49.56平米,48,高楼层(共29层) 板楼,9686,北东北|精装,2020.11.19
,,,,,
江光小区 1室1厅 52平米,46,低楼层(共5层) 板楼,8770,南|简装,2020.11.19
,,,,,
现代城 3室2厅 126平米,93,中楼层(共7层) 板塔结合,7381,东南|精装,2020.11.18
,,,,,
紫阳名邸 3室2厅 146.76平米,89,高楼层(共31层) 板楼,6065,南|毛坯,2020.11.18
,,,,,
建亨上东城 3室2厅 88.51平米,63,中楼层(共24层) 板楼,7062,南|毛坯,2020.11.18
,,,,,
亿升滨江花园 5室3厅 276平米,366,中楼层(共30层) 板楼,13261,南|精装,2020.11.18
,,,,,
友邦華城 3室2厅 119.4平米,95,高楼层(共12层) 板塔结合,7923,南|精装,2020.11.18
,,,,,
阳光花园北区 3室2厅 124.6平米,80,低楼层(共6层) 板楼,6405,南|精装,2020.11.18
,,,,,
永隆米兰春天 1室1厅 47平米,42,低楼层(共22层) 板楼,8915,南|精装,2020.11.18
,,,,,
聚福楼 4室2厅 140平米,77,中楼层(共7层) 板塔结合,5500,东|精装,2020.11.17
,,,,,
天居家园 2室2厅 88平米,71,低楼层(共15层) 塔楼,8069,南|精装,2020.11.17
,,,,,
公园道1号尊品 3室2厅 103平米,98,中楼层(共18层) 板楼,9515,南北|毛坯,2020.11.17
,,,,,
和锦園 3室2厅 103平米,84,中楼层(共6层) 暂无数据,8107,南|毛坯,2020.11.17
,,,,,
金凤花园 2室1厅 63.13平米,40,中楼层(共8层) 板楼,6337,南|其他,2020.11.17
,,,,,
名江丽景花园B区 2室2厅 67平米,46,高楼层(共11层) 塔楼,6866,南|简装,2020.11.17
,,,,,
上海公馆 1室1厅 38平米,30,中楼层(共20层) 塔楼,7790,南东南|精装,2020.11.17
,,,,,
中央公园二期 3室2厅 131.67平米,125,低楼层(共15层) 板楼,9494,南北|精装,2020.11.17
,,,,,
铁路新村 2室1厅 51.88平米,48,中楼层(共5层) 暂无数据,9233,南|简装,2020.11.17
,,,,,
友邦壹号公馆 4室2厅 121.21平米,131,中楼层(共31层) 板塔结合,10798,南|毛坯,2020.11.17
,,,,,
凯旋江岸首府 3室2厅 119.8平米,85,高楼层(共18层) 板楼,7062,西南|毛坯,2020.11.17
,,,,,
鹏辉中粮广场 3室2厅 95平米,87,中楼层(共15层) 板楼,9116,南|毛坯,2020.11.17
,,,,,
汇成·凡尔赛 3室2厅 90平米,99,低楼层(共18层) 板楼,10956,南|精装,2020.11.17
,,,,,
龙湖一品 3室2厅 122.7平米,130,高楼层(共18层) 板楼,10595,南|毛坯,2020.11.16
,,,,,
阳光福邸 3室2厅 121平米,104,中楼层(共19层) 板塔结合,8562,南|精装,2020.11.16
,,,,,
融晖城 3室2厅 121平米,111,高楼层(共31层) 板楼,9133,东南|毛坯,2020.11.16
,,,,,
槠溪·碧水香邻 3室2厅 91.64平米,78,高楼层(共26层) 板楼,8468,南|毛坯,2020.11.16
,,,,,
财富广场 3室2厅 151平米,92,中楼层(共28层) 塔楼,6093,南|毛坯,2020.11.16
,,,,,
和锦園 3室2厅 103平米,83,中楼层(共5层) 板楼,8059,南|毛坯,2020.11.16
,,,,,
五三大道17号 4室3厅 159.7平米,80,高楼层(共7层) 暂无数据,5010,西南|简装,2020.11.16
,,,,,
大学春城 1室1厅 47.94平米,41,低楼层(共11层) 塔楼,8553,南|精装,2020.11.16
,,,,,
福达家园 车位,10,低楼层(共1层) 暂无数据,5129,南|毛坯,2020.11.16
,,,,,
半岛花园 2室2厅 85平米,89,中楼层(共11层) 塔楼,10471,东南|精装,2020.11.15
,,,,,
瑞经小区 3室2厅 125平米,105,高楼层(共6层) 板楼,8400,南|精装,2020.11.15
,,,,,
锦江华庭 4室2厅 212.6平米,140,高楼层(共19层) 板楼,6586,南北|毛坯,2020.11.15
,,,,,
滨江首座 3室2厅 97.34平米,71,中楼层(共18层) 板楼,7291,南|毛坯,2020.11.15
,,,,,
滨江上城 4室2厅 209平米,180,低楼层(共4层) 板楼,8594,南北|毛坯,2020.11.15
,,,,,
中航城·波西塔诺 4室2厅 122平米,106,中楼层(共10层) 板楼,8648,东南|简装,2020.11.15
,,,,,
奥林至尊 2室2厅 109.04平米,77,高楼层(共17层) 板楼,7025,南|毛坯,2020.11.15
,,,,,
花郡 3室2厅 98平米,103,中楼层(共24层) 板楼,10490,南|精装,2020.11.14
,,,,,
润丰拉菲庄园 3室2厅 135.72平米,122,中楼层(共26层) 塔楼,8990,南|毛坯,2020.11.14
,,,,,
绿景家园 3室2厅 157.5平米,88,高楼层(共7层) 塔楼,5588,南北|毛坯,2020.11.14
,,,,,
盛世嘉园 3室2厅 137.34平米,95,中楼层(共16层) 板塔结合,6918,南北|精装,2020.11.14
,,,,,
现代城 4室2厅 165平米,100,高楼层(共7层) 板塔结合,6061,南北|简装,2020.11.14
,,,,,
美地印象 4室2厅 159.9平米,95,高楼层(共27层) 板塔结合,5917,南北|毛坯,2020.11.14
,,,,,
和锦園 4室2厅 116.15平米,101,中楼层(共6层) 板楼,8662,南|毛坯,2020.11.14
,,,,,
国际公馆 4室2厅 184平米,139,低楼层(共18层) 板楼,7522,南|精装,2020.11.14
,,,,,
瀚林印象 3室2厅 143平米,88,低楼层(共27层) 板楼,6154,南|毛坯,2020.11.13
,,,,,
大学春城 3室2厅 89.16平米,68,中楼层(共6层) 板楼,7605,南北|简装,2020.11.13
,,,,,
国际公馆 3室2厅 134.5平米,123,高楼层(共11层) 板楼,9145,南北|精装,2020.11.13
,,,,,
万达晶座 1室0厅 35.11平米,30,高楼层(共29层) 塔楼,8431,北|精装,2020.11.13
,,,,,
公园道1号 2室2厅 90.05平米,80,高楼层(共16层) 塔楼,8884,东南|毛坯,2020.11.13
,,,,,
中山路物价局宿舍 3室2厅 128平米,69,高楼层(共7层) 暂无数据,5336,东南|简装,2020.11.13
,,,,,
公园道1号尊品 3室2厅 130.13平米,123,高楼层(共17层) 板楼,9453,南|毛坯,2020.11.13
,,,,,
紫陽名星廣場 2室2厅 92.65平米,101,高楼层(共16层) 塔楼,10902,南|精装,2020.11.12
,,,,,
凯旋江岸首府 3室2厅 119平米,99,低楼层(共18层) 板楼,8303,南|精装,2020.11.12
,,,,,
建亨上东城 2室2厅 86.64平米,62,低楼层(共24层) 板楼,7157,南|毛坯,2020.11.12
,,,,,
北園 4室2厅 163.89平米,125,低楼层(共7层) 板楼,7615,南北|精装,2020.11.12
,,,,,
永隆米兰春天 1室1厅 48平米,50,高楼层(共18层) 板楼,10417,北|精装,2020.11.12
,,,,,
阳光花城 3室2厅 114平米,74,中楼层(共8层) 塔楼,6469,南北|精装,2020.11.11
,,,,,
天一尊邸 3室2厅 88.79平米,71,中楼层(共18层) 板楼,7963,南|精装,2020.11.11
,,,,,
友邦壹号公馆 4室2厅 124.38平米,118,高楼层(共32层) 板塔结合,9488,南|毛坯,2020.11.11
,,,,,
公园道1号尊品 3室2厅 107.46平米,117,高楼层(共18层) 板楼,10842,南|精装,2020.11.11
,,,,,
万和·九龙湖 4室2厅 129.39平米,130,中楼层(共8层) 塔楼,10048,南北|精装,2020.11.11
,,,,,
万达晶座 1室0厅 37.4平米,34,高楼层(共29层) 塔楼,8958,南|精装,2020.11.11
,,,,,
建亨上东城 3室2厅 87.51平米,64,高楼层(共24层) 板楼,7223,南|毛坯,2020.11.11
,,,,,
海源花苑 4室2厅 150平米,103,中楼层(共7层) 板楼,6845,南|简装,2020.11.11
,,,,,
沿河东路12号 2室2厅 74平米,62,中楼层(共7层) 板楼,8352,南|简装,2020.11.10
,,,,,
地委大院 3室2厅 80平米,72,高楼层(共4层) 板楼,9000,南|其他,2020.11.10
,,,,,
友邦·皇家公馆 3室2厅 95.18平米,73,中楼层(共24层) 板楼,7670,东南|毛坯,2020.11.10
,,,,,
翼天·熙龙湾 3室2厅 117.5平米,103,高楼层(共18层) 塔楼,8766,南|毛坯,2020.11.10
,,,,,
江南商贸城 3室2厅 103平米,61,低楼层(共3层) 暂无数据,5923,南|简装,2020.11.10
,,,,,
铁路新村 2室1厅 53平米,47,中楼层(共5层) 暂无数据,8868,南北|简装,2020.11.10
,,,,,
中山西路127号 3室1厅 67.71平米,60,中楼层(共5层) 暂无数据,8862,东南|简装,2020.11.10
,,,,,
中央公园二期 3室2厅 140.23平米,115,低楼层(共22层) 板楼,8201,南|毛坯,2020.11.10
,,,,,
万嘉国际花园 2室2厅 89.9平米,92,高楼层(共11层) 板楼,10178,南|精装,2020.11.10
,,,,,
融晖城 3室2厅 121.5平米,110,低楼层(共31层) 板楼,9013,东南|毛坯,2020.11.10
,,,,,
正合大厦 2室2厅 90.53平米,69,中楼层(共20层) 板楼,7622,南|简装,2020.11.10
,,,,,
河中巷28号 3室1厅 61.16平米,57,低楼层(共2层) 暂无数据,9288,南|精装,2020.11.09
,,,,,
蓝山国际 1室1厅 44平米,45,低楼层(共26层) 板楼,10137,南|简装,2020.11.09
,,,,,
中富花园 3室2厅 113平米,121,高楼层(共5层) 板楼,10664,南|毛坯,2020.11.09
,,,,,
五三小区 2室2厅 72.5平米,65,低楼层(共6层) 暂无数据,8856,东南|精装,2020.11.09
,,,,,
美地印象 7室2厅 207平米,93,高楼层(共6层) 板塔结合,4493,南北|精装,2020.11.09
,,,,,
三清时代 3室2厅 136.5平米,92,中楼层(共22层) 板塔结合,6740,南|毛坯,2020.11.09
,,,,,
万达晶座 1室0厅 37.04平米,31,中楼层(共29层) 塔楼,8370,北|精装,2020.11.09
,,,,,
天宇星城 2室2厅 90.72平米,70,低楼层(共26层) 塔楼,7648,东南|毛坯,2020.11.09
,,,,,
九州奥城 2室2厅 88.27平米,81,中楼层(共7层) 板楼,9154,南|精装,2020.11.09
,,,,,
友邦·皇家公馆 3室2厅 127平米,92,高楼层(共28层) 板楼,7245,南|简装,2020.11.09
,,,,,
帝景湾 3室2厅 94平米,79,中楼层(共16层) 板塔结合,8405,南|毛坯,2020.11.09
,,,,,
凯旋如意城 3室2厅 98.82平米,86,中楼层(共19层) 板楼,8703,南|毛坯,2020.11.09
,,,,,
牛奶场小区 2室1厅 58.2平米,54,中楼层(共6层) 暂无数据,9193,南|简装,2020.11.08
,,,,,
金龙岗9号 3室2厅 97.28平米,83,中楼层(共8层) 暂无数据,8533,南北|简装,2020.11.08
,,,,,
江光小区 2室1厅 55平米,38,中楼层(共5层) 板楼,6910,南|精装,2020.11.08
,,,,,
江南商茂中心 3室2厅 125.93平米,86,低楼层(共3层) 暂无数据,6830,东南南|精装,2020.11.08
,,,,,
亿豪星城 3室2厅 94.5平米,86,高楼层(共25层) 板楼,9088,南|毛坯,2020.11.08
,,,,,
博能信江府 3室2厅 123平米,98,高楼层(共32层) 暂无数据,7911,南北|毛坯,2020.11.08
,,,,,
五三小区 3室1厅 61平米,53,中楼层(共7层) 板楼,8574,南|毛坯,2020.11.07
,,,,,
友邦壹号公馆 3室2厅 96.88平米,102,高楼层(共30层) 板塔结合,10477,南|毛坯,2020.11.07
,,,,,
螺丝山路 1室1厅 40.47平米,37,中楼层(共6层) 暂无数据,8945,南|毛坯,2020.11.07
,,,,,
社保局宿舍 2室2厅 110平米,68,低楼层(共6层) 板楼,6182,南|简装,2020.11.07
,,,,,
建亨上东城 3室2厅 136.72平米,115,中楼层(共11层) 板楼,8412,南|精装,2020.11.07
,,,,,
凤凰名都 3室2厅 136平米,91,低楼层(共18层) 板楼,6692,南|精装,2020.11.06
,,,,,
铁路新村小区 2室1厅 50平米,41,中楼层(共6层) 暂无数据,8100,南|简装,2020.11.06
,,,,,
融晖城 3室2厅 97平米,90,高楼层(共27层) 板楼,9258,南|毛坯,2020.11.06
,,,,,
丰溪南区 3室1厅 85.75平米,45,中楼层(共6层) 板楼,5248,南|简装,2020.11.06
,,,,,
金龙城 1室1厅 37平米,43,高楼层(共11层) 板楼,11487,南|精装,2020.11.06
,,,,,
亿升滨江花园 4室2厅 131.5平米,136,中楼层(共30层) 板楼,10343,南|毛坯,2020.11.06
,,,,,
龙华世纪城 3室2厅 107平米,88,中楼层(共31层) 板塔结合,8225,南北|毛坯,2020.11.06
,,,,,
万达晶座 1室1厅 32平米,29,中楼层(共29层) 塔楼,8907,北|精装,2020.11.05
,,,,,
地委大院 3室2厅 69.99平米,65,中楼层(共4层) 板楼,9288,南|简装,2020.11.05
,,,,,
中富花园 3室2厅 84.51平米,130,高楼层(共17层) 板楼,15383,南|精装,2020.11.05
,,,,,
龙湖一品 3室2厅 122.7平米,144,高楼层(共18层) 板楼,11720,西南|精装,2020.11.05
,,,,,
前府路28号 9室4厅 444.82平米,231,低楼层(共4层) 暂无数据,5185,西东|毛坯,2020.11.05
,,,,,
沿城新村 2室1厅 66平米,40,中楼层(共5层) 暂无数据,6061,东南|简装,2020.11.05
,,,,,
五三大道45号 3室2厅 109.71平米,68,高楼层(共7层) 板楼,6199,南|简装,2020.11.05
,,,,,
天集信江明珠 3室2厅 129.9平米,128,中楼层(共16层) 板楼,9854,南北|简装,2020.11.05
,,,,,
天骄家园 2室1厅 78平米,49,高楼层(共7层) 平房,6257,东南|简装,2020.11.04
,,,,,
龙华凤凰城 1室1厅 46.16平米,62,中楼层(共17层) 板楼,13280,南|简装,2020.11.04
,,,,,
天宇星城 3室2厅 139平米,91,中楼层(共26层) 塔楼,6547,南|毛坯,2020.11.04
,,,,,
区检查院宿舍 3室2厅 114.2平米,56,高楼层(共7层) 暂无数据,4887,东南|简装,2020.11.04
,,,,,
财富广场 3室2厅 143.54平米,87,中楼层(共28层) 塔楼,6006,南|精装,2020.11.04
,,,,,
胜利路28号 2室2厅 73平米,38,高楼层(共7层) 板楼,5096,南|简装,2020.11.04
,,,,,
龙华世纪城 3室2厅 125.65平米,94,中楼层(共33层) 板楼,7418,南北|毛坯,2020.11.04
,,,,,
公园道1号尊品 3室2厅 107.35平米,102,高楼层(共17层) 板楼,9502,东南|简装,2020.11.04
,,,,,
三清国际花园 3室2厅 133.5平米,78,高楼层(共12层) 暂无数据,5843,南北|毛坯,2020.11.04
,,,,,
中富花园 2室2厅 82.84平米,106,低楼层(共11层) 板楼,12796,南|简装,2020.11.04
,,,,,
农业银行员工宿舍 3室2厅 83.76平米,77,低楼层(共5层) 暂无数据,9193,东南|简装,2020.11.04
,,,,,
永利滨江御景二期 3室2厅 110.25平米,96,中楼层(共18层) 板楼,8663,南|毛坯,2020.11.04
,,,,,
御景天下 4室2厅 143平米,145,低楼层(共25层) 板楼,10140,南北|毛坯,2020.11.04
,,,,,
九州奥城 2室2厅 89.76平米,75,中楼层(共7层) 板楼,8300,东南南|简装,2020.11.04
,,,,,
永隆米兰春天 1室0厅 48平米,45,高楼层(共22层) 板楼,9334,南|精装,2020.11.04
,,,,,
融晖城 4室2厅 166.43平米,95,中楼层(共31层) 板楼,5709,南|毛坯,2020.11.03
,,,,,
永隆米兰春天 1室1厅 41.54平米,38,低楼层(共11层) 平房,9148,南|简装,2020.11.03
,,,,,
恒安领寓 3室2厅 106平米,60,高楼层(共15层) 暂无数据,5661,西南|毛坯,2020.11.03
,,,,,
鸿信大厦 2室2厅 100平米,77,低楼层(共23层) 板楼,7700,南|毛坯,2020.11.03
,,,,,
凤凰首府 2室2厅 91平米,53,中楼层(共17层) 板楼,5726,东|毛坯,2020.11.03
,,,,,
永隆米兰春天 3室2厅 136.6平米,135,高楼层(共11层) 板楼,9883,南|精装,2020.11.03
,,,,,
绿野幸福里 2室2厅 52.58平米,49,低楼层(共8层) 暂无数据,9320,南|精装,2020.11.02
,,,,,
万达华府 4室2厅 126.36平米,157,中楼层(共32层) 板楼,12386,东南|精装,2020.11.02
,,,,,
带湖路27号 3室1厅 90平米,65,中楼层(共8层) 板楼,7223,南|精装,2020.11.02
,,,,,
文英国际 4室2厅 116.41平米,89,高楼层(共17层) 板塔结合,7603,南北|毛坯,2020.11.02
,,,,,
阳光时代 3室1厅 77.8平米,60,中楼层(共31层) 板楼,7713,东南|精装,2020.11.02
,,,,,
天湖家园 4室2厅 138.67平米,94,高楼层(共13层) 塔楼,6743,东南|简装,2020.11.01
,,,,,
友邦壹号公馆 3室2厅 120平米,142,高楼层(共32层) 板塔结合,11834,南|毛坯,2020.11.01
,,,,,
万达晶座 1室1厅 45平米,37,高楼层(共29层) 塔楼,8223,南|精装,2020.11.01
,,,,,
大学春城 2室2厅 83.02平米,59,高楼层(共6层) 板楼,7107,南北|毛坯,2020.11.01
,,,,,
龙湖一品 3室2厅 126.18平米,118,高楼层(共18层) 板楼,9352,南北|毛坯,2020.10.31
,,,,,
蓝波苑 6室2厅 263.59平米,165,高楼层(共7层) 板楼,6260,南北|简装,2020.10.31
,,,,,
天湖家园 4室2厅 138.7平米,97,高楼层(共13层) 塔楼,6994,东南|毛坯,2020.10.31
,,,,,
福达家园 2室2厅 93平米,76,中楼层(共7层) 板楼,8084,南北|简装,2020.10.31
,,,,,
五洲国际商业城二期 2室1厅 45.75平米,27,高楼层(共4层) 暂无数据,5727,南|毛坯,2020.10.31
,,,,,
永隆米兰春天 1室1厅 47.33平米,47,低楼层(共22层) 板楼,9762,东南|精装,2020.10.31
,,,,,
建安北路12号 3室2厅 121.91平米,76,中楼层(共6层) 塔楼,6202,南|毛坯,2020.10.31
,,,,,
江光小区 1室1厅 58平米,42,高楼层(共5层) 板楼,7104,南|其他,2020.10.31
,,,,,
盛世嘉园 1室1厅 64.91平米,35,高楼层(共6层) 暂无数据,5291,南|毛坯,2020.10.31
,,,,,
上饶丽城 3室2厅 89平米,101,中楼层(共11层) 板楼,11326,南|精装,2020.10.31
,,,,,
名星广场 2室1厅 98.8平米,75,低楼层(共30层) 板楼,7592,北|简装,2020.10.30
,,,,,
美地印象 2室2厅 81.13平米,64,中楼层(共16层) 板塔结合,7864,南北|精装,2020.10.30
,,,,,
亿升滨江花园 3室2厅 137.59平米,146,低楼层(共33层) 板楼,10612,南|毛坯,2020.10.30
,,,,,
香樟花園 3室2厅 134.76平米,82,高楼层(共6层) 板楼,6085,南北|毛坯,2020.10.30
,,,,,
江光小区 2室2厅 54平米,34,高楼层(共5层) 板楼,6297,南|简装,2020.10.30
,,,,,
万达晶座 1室0厅 33平米,29,高楼层(共29层) 塔楼,8788,南|精装,2020.10.30
,,,,,
钟亭路9号 2室2厅 66平米,57,中楼层(共7层) 暂无数据,8576,东南|简装,2020.10.30
,,,,,
友邦壹号公馆 4室2厅 121平米,135,中楼层(共31层) 板塔结合,11116,南北|毛坯,2020.10.29
,,,,,
万达晶座 1室0厅 35.11平米,29,中楼层(共29层) 塔楼,8118,北|精装,2020.10.29
,,,,,
香江明珠 3室2厅 117.39平米,90,高楼层(共18层) 板楼,7667,南北|毛坯,2020.10.29
,,,,,
御景天下 3室2厅 134.48平米,147,高楼层(共26层) 板楼,10872,东南|精装,2020.10.29
,,,,,
瀚林印象 3室2厅 151.44平米,94,中楼层(共22层) 板楼,6200,南北|毛坯,2020.10.29
,,,,,
金龙岗9号 5室2厅 97.23平米,77,高楼层(共6层) 暂无数据,7920,南|简装,2020.10.29
,,,,,
华厦西苑 3室2厅 118.98平米,71,高楼层(共7层) 板楼,5926,南|简装,2020.10.29
,,,,,
公园道1号尊品 4室2厅 116.21平米,128,高楼层(共18层) 板楼,10972,南|精装,2020.10.29
,,,,,
中航城·波西塔诺 3室2厅 85平米,89,中楼层(共11层) 板楼,10471,东南|精装,2020.10.28
,,,,,
永隆米兰春天 1室1厅 41.49平米,38,中楼层(共11层) 塔楼,9111,南|其他,2020.10.28
,,,,,
江光小区 3室1厅 58.32平米,40,中楼层(共5层) 板楼,6859,南|简装,2020.10.28
,,,,,
亿升滨江花园 3室2厅 139.6平米,149,中楼层(共33层) 塔楼,10674,南|精装,2020.10.28
,,,,,
农校宿舍 4室2厅 147.31平米,71,中楼层(共7层) 板楼,4800,南北|毛坯,2020.10.28
,,,,,
友邦玫瑰公馆 3室2厅 101.68平米,81,高楼层(共33层) 板塔结合,7967,南|毛坯,2020.10.28
,,,,,
北園 5室3厅 197平米,108,高楼层(共7层) 板楼,5483,东南|毛坯,2020.10.28
,,,,,
绿景家园 3室2厅 165平米,119,中楼层(共11层) 板楼,7213,南|毛坯,2020.10.28
,,,,,
帝景湾 3室2厅 136.43平米,93,高楼层(共11层) 板塔结合,6786,南|毛坯,2020.10.28
,,,,,
建亨上东城 3室2厅 102平米,66,低楼层(共18层) 板楼,6471,东南|毛坯,2020.10.28
,,,,,
黄金水岸 2室2厅 89.68平米,86,高楼层(共27层) 板塔结合,9546,南|精装,2020.10.28
,,,,,
城市花园 2室2厅 96平米,55,高楼层(共8层) 板楼,5730,南|简装,2020.10.27
,,,,,
永利滨江御景二期 2室2厅 84.73平米,75,低楼层(共18层) 板楼,8852,南|精装,2020.10.27
,,,,,
奥林至尊 3室2厅 139平米,105,中楼层(共31层) 板楼,7554,南北|毛坯,2020.10.27
,,,,,
五三大道13号 3室2厅 157平米,90,中楼层(共6层) 暂无数据,5733,南|简装,2020.10.27
,,,,,
上饶丽城 3室2厅 89平米,87,高楼层(共11层) 板楼,9753,南|毛坯,2020.10.27
,,,,,
江南商贸城 3室2厅 103.08平米,57,中楼层(共5层) 板楼,5462,东|毛坯,2020.10.27
,,,,,
万达晶座 1室1厅 44.85平米,38,中楼层(共29层) 塔楼,8446,南|精装,2020.10.27
,,,,,
带湖花城 4室2厅 142.5平米,96,高楼层(共7层) 板塔结合,6737,南|毛坯,2020.10.27
,,,,,
现代城 3室2厅 100.63平米,85,中楼层(共7层) 板塔结合,8447,南|简装,2020.10.27
,,,,,
万和·九龙湖 3室2厅 92.65平米,96,低楼层(共17层) 板楼,10319,东南|精装,2020.10.27
,,,,,
公园道1号尊品 3室2厅 129.15平米,111,低楼层(共17层) 板楼,8595,南|毛坯,2020.10.26
,,,,,
